user_id,name,email,phone,age,gender,location,neighborhood,postcode,income_level,family_status,total_interactions,properties_viewed,events_tracked,total_inspections,unique_properties_inspected,total_crm_interactions,agents_contacted,most_frequent_tags,unique_tags_viewed,most_liked_feature,avg_condition_rating,avg_agent_interaction_rating,avg_inspection_satisfaction,avg_likelihood_to_buy,engagement_score,inspection_score,crm_score,property_preference_score,total_lead_score
89,Alan Riley,holly60@example.org,(751)299-0073x7255,40,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,With Kids,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Affordable,2.0,"Garage, Bedrooms, Balcony",2.5,4.0,1.5,2.5,50.0,160.0,50.0,10.0,36.12040133779264
90,Kerry Hernandez,greencharles@example.com,+1-769-728-7287x8712,51,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Married,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Garage,3.5,4.0,2.0,2.0,0.0,165.0,0.0,0.0,22.073578595317723
91,Ashley Alexander,wilkersonangela@example.org,+1-214-893-1933x91883,37,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Married,4.0,2.0,2.0,3.0,3.0,1.0,1.0,Investment,2.0,"Neighborhood, Price",3.0,3.6666666666666665,3.0,4.0,70.0,228.33333333333334,25.0,10.0,44.593088071348944
92,Christine Mann,mcbridebrandi@example.net,381.968.3231x633,52,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Medium,Single,10.0,8.0,4.0,4.0,4.0,0.0,0.0,Luxury,2.0,"Bedrooms, Living Space, Garage",2.25,1.75,2.0,3.25,200.0,230.0,0.0,10.0,58.862876254180605
93,Tyler Thomas,rodriguezamy@example.net,001-879-647-0383x2308,20,Male,"Sydney, Newtown, 2042",Newtown,2042,Low,Single,12.0,10.0,4.0,1.0,1.0,0.0,0.0,Luxury,3.0,Living Space,5.0,1.0,4.0,2.0,240.0,140.0,0.0,15.0,52.84280936454849
94,Angela Cameron,franklinsheryl@example.net,001-517-433-5806x81043,36,Female,"Sydney, Paddington, 2021",Paddington,2021,Medium,Married,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Bathrooms,1.5,3.0,2.0,2.0,0.0,140.0,0.0,0.0,18.729096989966553
95,Melanie Chang,ghall@example.net,459.539.4038x908,59,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Low,Married,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Bathrooms, Neighborhood, Bedrooms",3.0,1.5,3.0,2.0,0.0,152.5,25.0,0.0,23.745819397993312
96,Jessica Ruiz,nicole50@example.org,882-978-0956x7349,54,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Married,5.0,3.0,3.0,2.0,2.0,0.0,0.0,Investment,1.0,"Bedrooms, Bathrooms",2.0,3.0,2.5,2.5,95.0,155.0,0.0,5.0,34.11371237458194
97,Ruth Jones,benderjeremy@example.com,870.237.1088x46957,44,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,Married,8.0,6.0,4.0,1.0,1.0,1.0,1.0,Affordable,3.0,"Garage, Bathrooms, Balcony",5.0,1.0,2.0,3.0,160.0,145.0,25.0,15.0,46.15384615384615
98,Ryan Morgan,christopher36@example.com,001-319-568-2175x23577,50,Female,"Sydney, Parramatta, 2150",Parramatta,2150,High,With Kids,9.0,6.0,4.0,1.0,1.0,0.0,0.0,Investment,3.0,"Bathrooms, Price, Kitchen",4.0,5.0,3.0,5.0,170.0,190.0,0.0,15.0,50.16722408026756
99,Samantha Velazquez,robertgonzales@example.net,(993)374-2522,22,Male,"Sydney, Chatswood, 2067",Chatswood,2067,High,With Kids,4.0,4.0,2.0,1.0,1.0,1.0,1.0,Affordable,1.0,"Balcony, Kitchen, Bathrooms",2.0,1.0,5.0,1.0,90.0,100.0,25.0,5.0,29.431438127090303
100,Robert Ellis,elizabethharvey@example.org,526.368.9029x08373,58,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Single,12.0,9.0,4.0,1.0,1.0,1.0,1.0,Affordable,3.0,"Price, Kitchen",2.0,1.0,2.0,3.0,230.0,115.0,25.0,15.0,51.50501672240802
101,Rodney Gutierrez,vincentrojas@example.com,001-294-566-9245x5358,39,Male,"Sydney, Newtown, 2042",Newtown,2042,High,Married,0.0,0.0,0.0,6.0,6.0,0.0,0.0,None,0.0,Balcony,3.5,3.1666666666666665,3.0,2.3333333333333335,0.0,310.8333333333333,0.0,0.0,41.583054626532885
102,Cory Aguilar,mwalker@example.com,923.728.5465,33,Male,"Sydney, Paddington, 2021",Paddington,2021,Medium,With Kids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
103,Sean Hanson,morganwheeler@example.net,001-551-756-6138x22092,33,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Single,8.0,5.0,3.0,3.0,3.0,0.0,0.0,Affordable,3.0,Balcony,4.666666666666667,3.3333333333333335,4.333333333333333,2.0,145.0,220.0,0.0,15.0,50.836120401337794
104,Louis Craig,shaffernicole@example.org,+1-268-976-4664x741,39,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,With Kids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
105,Ana Cummings,michael22@example.com,919-724-5432x0969,51,Male,"Sydney, Chatswood, 2067",Chatswood,2067,High,With Kids,4.0,3.0,3.0,0.0,0.0,0.0,0.0,Affordable,3.0,None,,,,,85.0,,0.0,15.0,
106,Michelle Young,philipcharles@example.net,001-398-561-9800x0525,47,Male,"Sydney, Manly, 2095",Manly,2095,Medium,Single,17.0,13.0,4.0,4.0,4.0,1.0,1.0,Investment,3.0,"Bathrooms, Kitchen",3.75,4.5,2.75,2.75,320.0,255.0,25.0,15.0,82.2742474916388
107,Kelly Mosley,ndelacruz@example.org,001-826-498-0889,29,Female,"Sydney, Newtown, 2042",Newtown,2042,Low,With Kids,8.0,5.0,3.0,1.0,1.0,0.0,0.0,Investment,3.0,"Living Space, Price, Bedrooms",1.0,5.0,5.0,2.0,145.0,125.0,0.0,15.0,38.12709030100335
108,William Wells,chelsea51@example.org,239.936.5840,30,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Medium,Married,7.0,4.0,4.0,1.0,1.0,1.0,1.0,Investment,3.0,"Garage, Neighborhood",3.0,1.0,1.0,4.0,130.0,135.0,25.0,15.0,40.802675585284284
109,Melissa Warren,moorejonathan@example.org,998.493.8054,21,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,Married,9.0,3.0,3.0,4.0,4.0,1.0,1.0,Affordable,3.0,Bathrooms,3.25,3.25,3.25,2.5,135.0,242.5,25.0,15.0,55.852842809364546
110,Mario Garcia,keith53@example.org,4122737542,43,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,High,Married,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Luxury,1.0,Living Space,3.0,2.0,5.0,3.0,25.0,145.0,0.0,5.0,23.411371237458194
111,Robert Kelley,carterjennifer@example.com,(597)276-9695,42,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Medium,With Kids,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,Balcony,3.0,4.0,3.0,4.0,0.0,195.0,25.0,0.0,29.431438127090303
112,Alan Hamilton,jordanmichelle@example.com,(354)818-5659x65580,49,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Medium,With Kids,0.0,0.0,0.0,5.0,5.0,0.0,0.0,None,0.0,Garage,4.2,3.6,4.2,2.4,0.0,292.0,0.0,0.0,39.063545150501675
113,Christy Mosley,izuniga@example.net,868.312.3887,47,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Low,Single,5.0,4.0,4.0,1.0,1.0,0.0,0.0,Luxury,2.0,"Bedrooms, Living Space, Bathrooms",4.0,2.0,1.0,3.0,110.0,135.0,0.0,10.0,34.11371237458194
114,Nicholas Turner,krobinson@example.org,001-904-257-2213x525,42,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,Single,0.0,0.0,0.0,1.0,1.0,1.0,1.0,None,0.0,"Balcony, Neighborhood",2.0,3.0,1.0,4.0,0.0,135.0,25.0,0.0,21.40468227424749
115,Paula Dunn,ntran@example.com,(324)203-7253,26,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Low,With Kids,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Balcony, Bedrooms",2.6666666666666665,4.333333333333333,4.0,3.3333333333333335,0.0,223.33333333333331,0.0,0.0,29.87736900780379
116,Juan Parrish,karen25@example.net,619-638-7167,33,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Married,5.0,4.0,3.0,2.0,2.0,0.0,0.0,Investment,2.0,"Garage, Price, Kitchen",4.5,1.5,3.0,2.5,105.0,175.0,0.0,10.0,38.79598662207358
117,Deanna Martin,sullivancasey@example.net,578.250.4749,59,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Single,0.0,0.0,0.0,1.0,1.0,1.0,1.0,None,0.0,"Price, Kitchen",1.0,3.0,2.0,2.0,0.0,100.0,25.0,0.0,16.722408026755854
118,Sandra Scott,nancy81@example.org,7362437404,38,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,Married,8.0,5.0,4.0,1.0,1.0,0.0,0.0,Affordable,3.0,"Garage, Living Space",1.0,4.0,2.0,3.0,150.0,120.0,0.0,15.0,38.12709030100335
119,Jason Cohen,jwright@example.com,001-227-560-7275x8279,22,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Married,9.0,8.0,4.0,1.0,1.0,0.0,0.0,Luxury,3.0,Garage,3.0,5.0,4.0,5.0,190.0,185.0,0.0,15.0,52.17391304347826
120,Julian Williamson,loriclark@example.com,574-634-9396x362,30,Male,"Sydney, Manly, 2095",Manly,2095,Medium,Married,15.0,10.0,4.0,4.0,3.0,1.0,1.0,Investment,3.0,Balcony,2.75,3.0,4.25,2.75,270.0,230.0,25.0,15.0,72.24080267558529
121,Mark Anderson,joanlewis@example.com,672-730-1926,38,Female,"Sydney, Manly, 2095",Manly,2095,High,Single,13.0,9.0,4.0,5.0,5.0,0.0,0.0,Affordable,3.0,"Bathrooms, Neighborhood, Garage",1.8,3.6,2.8,2.4,240.0,261.0,0.0,15.0,69.03010033444816
122,Jonathon Koch,kylehernandez@example.org,+1-512-227-7636x53955,43,Female,"Sydney, Manly, 2095",Manly,2095,High,With Kids,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,"Neighborhood, Bathrooms, Balcony",3.0,1.5,3.5,3.0,0.0,170.0,0.0,0.0,22.74247491638796
123,Ashley Mcdonald,allisonrichards@example.com,+1-439-519-0265x1430,21,Female,"Sydney, Paddington, 2021",Paddington,2021,Low,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Neighborhood,4.5,4.0,3.5,5.0,0.0,227.5,0.0,0.0,30.434782608695656
124,Justin Chavez,batesfernando@example.org,460-890-6900,51,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Medium,Single,13.0,7.0,4.0,1.0,1.0,1.0,1.0,Investment,2.0,"Balcony, Bedrooms",3.0,2.0,1.0,1.0,220.0,95.0,25.0,10.0,46.82274247491639
125,Alexander Wilson,emma24@example.com,277.229.3853,26,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Medium,With Kids,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,"Living Space, Price, Balcony",2.0,1.0,4.0,3.0,0.0,125.0,0.0,0.0,16.722408026755854
126,Ronald Livingston,hughesrita@example.com,+1-994-709-5554,54,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Single,7.0,5.0,4.0,2.0,2.0,0.0,0.0,Luxury,3.0,Garage,1.5,3.0,2.0,4.5,140.0,177.5,0.0,15.0,44.481605351170565
127,Amber Blevins,swalter@example.org,(547)515-9100x7414,30,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Low,With Kids,7.0,6.0,4.0,1.0,1.0,0.0,0.0,Investment,3.0,"Price, Living Space, Bathrooms",5.0,4.0,1.0,5.0,150.0,185.0,0.0,15.0,46.82274247491639
128,Ronald Smith,douglasjohnson@example.net,(511)472-8164,52,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Married,1.0,1.0,1.0,4.0,4.0,0.0,0.0,Affordable,1.0,"Bathrooms, Price",3.0,1.75,3.25,2.0,25.0,225.0,0.0,5.0,34.11371237458194
129,Michael Lee,fosternancy@example.com,300-867-5129x0812,44,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,Single,8.0,7.0,4.0,6.0,6.0,0.0,0.0,Affordable,3.0,"Balcony, Kitchen",3.6666666666666665,2.6666666666666665,2.8333333333333335,2.0,170.0,304.1666666666667,0.0,15.0,65.44035674470457
130,Shirley Chavez,wendyle@example.com,(858)610-3947,56,Male,"Sydney, Newtown, 2042",Newtown,2042,High,Married,8.0,6.0,4.0,1.0,1.0,0.0,0.0,Investment,2.0,"Garage, Balcony, Living Space",5.0,1.0,3.0,3.0,160.0,150.0,0.0,10.0,42.80936454849498
131,Alexandra Brown,michaelmann@example.org,(585)777-8295x14463,21,Female,"Sydney, Paddington, 2021",Paddington,2021,Medium,Single,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,Bedrooms,2.6666666666666665,3.6666666666666665,4.666666666666667,3.6666666666666665,0.0,228.33333333333334,0.0,0.0,30.54626532887403
132,Megan Curtis,williamspaul@example.org,651.964.9199,38,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Medium,Single,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,Garage,3.0,4.0,4.0,2.0,0.0,135.0,0.0,0.0,18.06020066889632
133,Rebecca Bush,alexandra84@example.org,(813)301-8608x71990,37,Male,"Sydney, Newtown, 2042",Newtown,2042,High,Married,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Bedrooms, Kitchen, Balcony",2.0,5.0,3.0,3.5,0.0,182.5,25.0,0.0,27.759197324414714
134,Charles Brown,jacobsjoel@example.org,357-515-5285x531,35,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Married,22.0,16.0,4.0,0.0,0.0,1.0,1.0,Luxury,3.0,None,,,,,400.0,,25.0,15.0,
135,Kevin Calhoun,fordrebecca@example.net,+1-553-787-2980x721,21,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,Married,10.0,9.0,4.0,2.0,2.0,0.0,0.0,Luxury,3.0,Bedrooms,3.0,2.0,2.0,2.5,210.0,157.5,0.0,15.0,51.17056856187291
136,Laura Spencer,wesley53@example.com,757.576.4039x814,22,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Single,7.0,6.0,3.0,1.0,1.0,0.0,0.0,Investment,3.0,"Bedrooms, Balcony, Price",3.0,3.0,1.0,3.0,145.0,130.0,0.0,15.0,38.79598662207358
137,Michael Nixon,deborahburns@example.org,001-245-655-1927,36,Male,"Sydney, North Sydney, 2060",North Sydney,2060,High,With Kids,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Luxury,1.0,"Kitchen, Balcony",5.0,2.0,4.0,4.0,25.0,175.0,0.0,5.0,27.424749163879596
138,Joe Perez,bryan79@example.org,001-377-887-0558,47,Female,"Sydney, Manly, 2095",Manly,2095,Low,With Kids,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,Bedrooms,3.0,1.0,1.0,2.0,0.0,105.0,0.0,0.0,14.046822742474916
139,Samantha Day,ochoajohn@example.com,(390)597-3123x233,49,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,With Kids,7.0,2.0,3.0,1.0,1.0,0.0,0.0,Investment,1.0,"Balcony, Living Space, Bathrooms",2.0,1.0,4.0,1.0,105.0,95.0,0.0,5.0,27.424749163879596
140,Michael Stafford,amcgee@example.net,001-929-512-2309x608,50,Male,"Sydney, North Sydney, 2060",North Sydney,2060,High,Single,5.0,2.0,2.0,3.0,3.0,0.0,0.0,Luxury,1.0,"Balcony, Garage",3.6666666666666665,4.0,2.0,3.0,80.0,216.66666666666666,0.0,5.0,40.35674470457079
141,Scott Bishop,egibson@example.net,+1-235-800-6309x61516,37,Female,"Sydney, North Sydney, 2060",North Sydney,2060,High,Single,3.0,1.0,2.0,2.0,2.0,0.0,0.0,Investment,1.0,Balcony,4.0,2.5,1.5,3.0,50.0,175.0,0.0,5.0,30.76923076923077
142,Crystal Le,ykim@example.net,829-402-7307x48855,56,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Single,9.0,5.0,4.0,5.0,5.0,0.0,0.0,Investment,3.0,"Bedrooms, Balcony, Kitchen",2.6,3.8,2.8,2.2,160.0,267.0,0.0,15.0,59.130434782608695
143,Anna Juarez,otaylor@example.com,797.855.5621,60,Female,"Sydney, Newtown, 2042",Newtown,2042,Medium,Married,1.0,0.0,1.0,1.0,1.0,0.0,0.0,None,0.0,Price,3.0,2.0,2.0,2.0,15.0,115.0,0.0,0.0,17.391304347826086
144,Rebecca Gomez,gcochran@example.com,001-305-621-7800x7806,60,Female,"Sydney, Newtown, 2042",Newtown,2042,Low,Single,3.0,2.0,2.0,1.0,1.0,0.0,0.0,Affordable,2.0,"Bathrooms, Living Space",2.0,5.0,3.0,1.0,60.0,110.0,0.0,10.0,24.08026755852843
145,Austin Parks,watkinscurtis@example.com,001-426-790-6238x9690,57,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,With Kids,7.0,7.0,3.0,2.0,2.0,1.0,1.0,Affordable,2.0,"Living Space, Balcony",2.5,2.0,4.0,2.0,155.0,155.0,25.0,10.0,46.15384615384615
146,Adriana Brewer,kristabowman@example.com,001-910-279-8234x20174,48,Male,"Sydney, Paddington, 2021",Paddington,2021,High,With Kids,6.0,4.0,4.0,3.0,3.0,2.0,2.0,Investment,3.0,Bathrooms,3.3333333333333335,2.6666666666666665,4.666666666666667,3.3333333333333335,120.0,225.00000000000003,50.0,15.0,54.84949832775919
147,Mary Smith,janetjenkins@example.net,453.611.5741,59,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Balcony,3.0,2.5,1.5,2.5,0.0,157.5,0.0,0.0,21.070234113712374
148,Jennifer Allen,volsen@example.com,895-208-2996x5830,49,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Married,0.0,0.0,0.0,6.0,6.0,0.0,0.0,None,0.0,Bathrooms,2.8333333333333335,3.0,2.6666666666666665,2.5,0.0,304.1666666666667,0.0,0.0,40.69119286510591
149,Sonia Parrish,iturner@example.net,361.352.6572x0260,38,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,Married,14.0,10.0,4.0,0.0,0.0,0.0,0.0,Affordable,3.0,None,,,,,260.0,,0.0,15.0,
150,Derrick Scott,vmiller@example.com,537-761-4732,43,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,Single,7.0,6.0,4.0,0.0,0.0,2.0,2.0,Luxury,3.0,None,,,,,150.0,,50.0,15.0,
151,Kenneth Bennett,hcohen@example.org,571-773-1452x218,55,Female,"Sydney, North Sydney, 2060",North Sydney,2060,Low,Married,4.0,4.0,2.0,2.0,2.0,0.0,0.0,Affordable,2.0,"Kitchen, Bathrooms, Living Space",2.5,1.5,4.5,3.5,90.0,177.5,0.0,10.0,37.12374581939799
152,Ashley Parker,garrettsarah@example.org,+1-359-782-2470x54930,31,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,Single,0.0,0.0,0.0,4.0,4.0,0.0,0.0,None,0.0,Bedrooms,2.75,2.5,2.75,4.0,0.0,253.75,0.0,0.0,33.94648829431438
153,Seth Hall,careyrenee@example.net,6714887953,34,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Low,With Kids,4.0,3.0,4.0,0.0,0.0,0.0,0.0,Affordable,3.0,None,,,,,90.0,,0.0,15.0,
154,Hannah Higgins,blewis@example.net,714.665.5900,22,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Medium,Married,12.0,5.0,4.0,3.0,3.0,2.0,2.0,Investment,3.0,"Bedrooms, Price, Garage",3.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,190.0,216.66666666666666,50.0,15.0,63.09921962095875
155,Alexis Pierce,daniellebishop@example.org,+1-504-933-9919,31,Male,"Sydney, Parramatta, 2150",Parramatta,2150,High,With Kids,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Bedrooms, Price, Neighborhood",5.0,3.5,2.5,1.0,0.0,165.0,25.0,0.0,25.418060200668897
156,Laura Rivera,valeriecarter@example.com,5264456651,39,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Married,0.0,0.0,0.0,1.0,1.0,1.0,1.0,None,0.0,"Garage, Kitchen, Neighborhood",5.0,5.0,4.0,5.0,0.0,205.0,25.0,0.0,30.76923076923077
157,Kimberly Castro,nallen@example.net,(621)279-8218x568,45,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,Married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Affordable,1.0,None,,,,,25.0,,0.0,5.0,
158,Michelle Clark,uhill@example.com,223.722.9433,27,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,With Kids,2.0,2.0,2.0,2.0,2.0,0.0,0.0,Investment,2.0,"Kitchen, Balcony, Bedrooms",2.5,1.5,4.0,2.0,50.0,152.5,0.0,10.0,28.428093645484946
159,Steven Calhoun,robertorowe@example.com,001-421-513-1512x455,41,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,Married,11.0,7.0,4.0,1.0,1.0,0.0,0.0,Affordable,3.0,"Balcony, Bathrooms",1.0,3.0,3.0,2.0,200.0,105.0,0.0,15.0,42.80936454849498
160,Bryan Smith,tracy45@example.org,261.946.0539x8965,53,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Single,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Bathrooms, Balcony",3.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,0.0,221.66666666666666,0.0,0.0,29.654403567447048
161,Samantha Harris,tinawheeler@example.com,935-331-9937x1120,20,Male,"Sydney, Paddington, 2021",Paddington,2021,Low,Single,9.0,7.0,4.0,2.0,2.0,0.0,0.0,Affordable,3.0,Garage,4.0,3.5,4.0,4.5,180.0,215.0,0.0,15.0,54.84949832775919
162,Shaun Johnson,hernandezstephanie@example.org,397-436-7321x3524,39,Male,"Sydney, Paddington, 2021",Paddington,2021,Medium,With Kids,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Affordable,1.0,None,,,,,50.0,,0.0,5.0,
163,Lori Torres,davidsonmisty@example.net,(549)492-4839x641,35,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Single,7.0,6.0,4.0,2.0,2.0,0.0,0.0,Luxury,2.0,"Bedrooms, Balcony, Neighborhood",4.0,4.0,3.0,3.0,150.0,190.0,0.0,10.0,46.82274247491639
164,Shari Jacobson,davidanderson@example.net,948-269-7737x9208,32,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Single,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Bathrooms, Neighborhood, Garage",3.0,3.0,2.3333333333333335,4.0,0.0,221.66666666666666,0.0,0.0,29.654403567447048
165,Michelle Hernandez,rossrachel@example.org,(898)952-3503x33972,33,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
166,Lisa Roth,poolerachel@example.org,(374)610-2625x29068,40,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Low,Single,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,Garage,4.0,2.0,3.0,4.0,0.0,160.0,0.0,0.0,21.40468227424749
167,Shannon Grant,thomas63@example.com,(704)320-7203,57,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Married,3.0,2.0,3.0,4.0,4.0,0.0,0.0,Investment,2.0,Kitchen,3.0,3.0,4.25,2.0,65.0,236.25,0.0,10.0,41.63879598662207
168,Heather Martinez,ufarmer@example.org,898.363.6454x679,36,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Low,Married,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Affordable,1.0,None,,,,,25.0,,25.0,5.0,
169,Ronald Mosley,michaelhumphrey@example.org,878.773.8844x26043,31,Female,"Sydney, Manly, 2095",Manly,2095,Low,Single,10.0,5.0,3.0,3.0,3.0,0.0,0.0,Investment,3.0,"Balcony, Kitchen",3.6666666666666665,3.3333333333333335,3.0,3.0,165.0,218.33333333333331,0.0,15.0,53.28874024526198
170,Aaron Campbell,craigdana@example.net,(636)837-6615,40,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Luxury,1.0,"Garage, Neighborhood, Living Space",2.0,2.0,5.0,4.0,25.0,150.0,0.0,5.0,24.08026755852843
171,Matthew Phelps,jenniferalvarez@example.org,8448388949,28,Male,"Sydney, Parramatta, 2150",Parramatta,2150,High,Married,5.0,3.0,4.0,1.0,1.0,1.0,1.0,Affordable,3.0,Living Space,4.0,4.0,1.0,1.0,100.0,115.0,25.0,15.0,34.11371237458194
172,Dillon Chaney,victoria75@example.org,001-960-853-6004x532,27,Female,"Sydney, Paddington, 2021",Paddington,2021,Medium,Single,0.0,0.0,0.0,4.0,4.0,1.0,1.0,None,0.0,"Bedrooms, Bathrooms",3.5,2.5,2.25,3.75,0.0,255.0,25.0,0.0,37.45819397993311
173,Matthew Hernandez,rhondabeasley@example.com,(793)994-3964x8932,31,Female,"Sydney, North Sydney, 2060",North Sydney,2060,High,With Kids,4.0,3.0,3.0,1.0,1.0,1.0,1.0,Affordable,2.0,"Price, Balcony, Kitchen",5.0,3.0,1.0,2.0,85.0,135.0,25.0,10.0,34.11371237458194
174,James Ford,jimmy51@example.com,642-247-3039x19612,48,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Medium,Married,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,0.0,None,,,,,0.0,,25.0,0.0,
175,Kevin Rivera,buckpaige@example.com,805.752.6458,25,Female,"Sydney, Manly, 2095",Manly,2095,Medium,Married,10.0,7.0,4.0,2.0,2.0,1.0,1.0,Luxury,3.0,"Neighborhood, Bedrooms",2.0,2.0,4.0,3.5,190.0,172.5,25.0,15.0,53.84615384615385
176,Madison Smith,kenneth57@example.net,001-929-352-6872,24,Male,"Sydney, Paddington, 2021",Paddington,2021,Low,With Kids,4.0,3.0,3.0,1.0,1.0,1.0,1.0,Luxury,2.0,Balcony,2.0,2.0,1.0,1.0,85.0,85.0,25.0,10.0,27.424749163879596
177,Peter Yates,garyolsen@example.net,(758)337-7063x316,23,Female,"Sydney, Newtown, 2042",Newtown,2042,Low,Married,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,Balcony,3.6666666666666665,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.0,194.99999999999997,0.0,0.0,26.086956521739125
178,Christina Mills,danielleshah@example.net,267-503-2343,35,Male,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Balcony,4.0,3.5,1.5,3.0,0.0,180.0,0.0,0.0,24.08026755852843
